X 	 	  	 Taylor 	  	 	 sin(x) 	  	 	 verschil 
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.8414709848078965049 	 	 2.4892279903987457601e-08
1.000000 	 	 0.8414710097001764089 	 	 0.84147
